step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
8,CASH_OUT,91018.59,C2107493101,0.0,0.0,C470217116,716259.23,6821434.41,0,0
8,CASH_OUT,55198.24,C1067319518,0.0,0.0,C778559237,137615.4,436880.53,0,0
8,CASH_OUT,26961.89,C648108451,0.0,0.0,C232834050,66877.65,155491.95,0,0
8,CASH_OUT,143212.5,C1138452712,0.0,0.0,C1079554968,155244.0,260382.39,0,0
8,CASH_OUT,345998.83,C1350703324,0.0,0.0,C1247600089,1115250.26,6965916.76,0,0
8,CASH_OUT,44566.62,C534084322,33160.0,0.0,C1489275794,3043.0,120258.54,0,0
8,PAYMENT,2814.01,C857031930,0.0,0.0,M730986072,0.0,0.0,0,0
8,PAYMENT,1272.65,C1804947214,0.0,0.0,M1604528884,0.0,0.0,0,0
8,TRANSFER,101997.96,C1174964078,155795.0,53797.04,C1101441872,6277.68,0.0,0,0
8,PAYMENT,6726.95,C1653574337,664.0,0.0,M597906593,0.0,0.0,0,0
8,CASH_IN,135680.27,C1695628971,398.0,136078.27,C1085252849,30760.0,0.0,0,0
8,PAYMENT,1424.12,C1738598032,7460.0,6035.88,M2036838695,0.0,0.0,0,0
8,CASH_OUT,244728.04,C1087956214,5155.0,0.0,C699539366,229.0,215531.33,0,0
8,PAYMENT,8190.3,C743472672,50433.0,42242.7,M1285855580,0.0,0.0,0,0
8,PAYMENT,3374.4,C135194470,11026.0,7651.6,M267804101,0.0,0.0,0,0
8,PAYMENT,462.92,C544772965,21530.0,21067.08,M1224642639,0.0,0.0,0,0
8,PAYMENT,4133.11,C926186465,26190.0,22056.89,M168886455,0.0,0.0,0,0
8,PAYMENT,12000.81,C1855342891,32960.0,20959.19,M1381417054,0.0,0.0,0,0
8,CASH_OUT,92723.49,C1185501830,153966.0,61242.51,C1105527690,32459.0,3518763.02,0,0
8,PAYMENT,1329.18,C1153431132,30720.0,29390.82,M406597873,0.0,0.0,0,0
8,CASH_OUT,156299.03,C2089572248,16887.0,0.0,C1189106564,50973.0,124678.67,0,0
8,CASH_IN,16942.44,C1891440621,102349.0,119291.44,C1061838943,0.0,0.0,0,0
8,CASH_IN,59478.68,C1259016880,16928.0,76406.68,C141213117,399751.06,0.0,0,0
8,CASH_IN,499599.97,C843651224,9151.0,508750.97,C1134266682,0.0,3759.16,0,0
8,CASH_IN,313220.09,C753379806,12329.21,325549.3,C1387210478,0.0,0.0,0,0
8,PAYMENT,19497.23,C889049552,325549.3,306052.07,M661707629,0.0,0.0,0,0
8,PAYMENT,33.45,C1560775363,61317.0,61283.55,M1287610852,0.0,0.0,0,0
8,PAYMENT,8735.84,C370563826,30818.0,22082.16,M924598510,0.0,0.0,0,0
8,CASH_IN,104982.73,C1454151004,52147.0,157129.73,C1302931951,12572.0,1740418.55,0,0
8,PAYMENT,11119.16,C1630236204,236.0,0.0,M1162766641,0.0,0.0,0,0
8,TRANSFER,1378927.52,C268458566,223819.99,0.0,C1414803985,17250.0,1228873.81,0,0
8,PAYMENT,17708.36,C573848431,0.0,0.0,M408189707,0.0,0.0,0,0
8,PAYMENT,2853.87,C786796241,0.0,0.0,M1017459489,0.0,0.0,0,0
8,PAYMENT,8642.85,C1061783705,0.0,0.0,M83767384,0.0,0.0,0,0
8,PAYMENT,4976.44,C107984144,0.0,0.0,M331784903,0.0,0.0,0,0
8,PAYMENT,17926.17,C1614343526,0.0,0.0,M355565001,0.0,0.0,0,0
8,PAYMENT,738.07,C1846385994,0.0,0.0,M1224465110,0.0,0.0,0,0
8,PAYMENT,194.89,C1871666546,0.0,0.0,M1900984959,0.0,0.0,0,0
8,PAYMENT,8178.9,C1940627153,0.0,0.0,M1695602456,0.0,0.0,0,0
8,PAYMENT,33505.74,C1885430277,0.0,0.0,M1962451764,0.0,0.0,0,0
8,PAYMENT,21865.62,C1535833708,0.0,0.0,M943804946,0.0,0.0,0,0
8,PAYMENT,14025.5,C1137409621,0.0,0.0,M1914410011,0.0,0.0,0,0
8,PAYMENT,5996.31,C2125346210,0.0,0.0,M1288518055,0.0,0.0,0,0
8,PAYMENT,7265.78,C1424809917,0.0,0.0,M2063147639,0.0,0.0,0,0
8,PAYMENT,6302.78,C1970609071,0.0,0.0,M1347425447,0.0,0.0,0,0
8,PAYMENT,21757.35,C1651718183,0.0,0.0,M1370113156,0.0,0.0,0,0
8,PAYMENT,31074.61,C215975293,0.0,0.0,M1559907693,0.0,0.0,0,0
8,PAYMENT,11928.99,C666105045,0.0,0.0,M608045763,0.0,0.0,0,0
8,PAYMENT,6676.63,C1421510484,0.0,0.0,M1520773515,0.0,0.0,0,0
8,PAYMENT,136.72,C1653107542,0.0,0.0,M917773782,0.0,0.0,0,0
8,PAYMENT,3969.15,C909425779,0.0,0.0,M1169039951,0.0,0.0,0,0
8,PAYMENT,1668.18,C1683825527,0.0,0.0,M1922160775,0.0,0.0,0,0
8,PAYMENT,1663.59,C1641362818,0.0,0.0,M1432215469,0.0,0.0,0,0
8,PAYMENT,7756.39,C1486227690,0.0,0.0,M616539807,0.0,0.0,0,0
8,PAYMENT,3586.46,C1812917935,0.0,0.0,M1461056564,0.0,0.0,0,0
8,PAYMENT,7675.2,C1068263268,7368.0,0.0,M1719575888,0.0,0.0,0,0
8,PAYMENT,13858.73,C2099139750,0.0,0.0,M97692517,0.0,0.0,0,0
8,CASH_IN,211311.03,C1503226876,72644.0,283955.03,C1810730392,20477.03,0.0,0,0
8,PAYMENT,20674.87,C1256067514,193680.95,173006.08,M1164625699,0.0,0.0,0,0
8,PAYMENT,12813.98,C1442039144,173006.08,160192.1,M1202160289,0.0,0.0,0,0
8,CASH_OUT,181728.11,C2102265902,0.0,0.0,C789014007,11397.0,184477.77,1,0
8,CASH_OUT,436603.83,C1846446971,0.0,0.0,C2034460325,614814.9,1365895.03,0,0
8,TRANSFER,1046748.17,C622713687,90496.0,0.0,C2040656033,0.0,8124431.39,0,0
8,CASH_OUT,560208.51,C1582626783,64942.0,0.0,C1894575391,1206559.63,3443379.49,0,0
8,DEBIT,3987.63,C1398180675,11943.0,7955.37,C256417920,55704.95,0.0,0,0
8,PAYMENT,7456.82,C1226409729,45010.0,37553.18,M43330070,0.0,0.0,0,0
8,PAYMENT,10271.0,C2072432532,21332.0,11061.0,M476925748,0.0,0.0,0,0
8,CASH_IN,23792.21,C432661047,17203.0,40995.21,C1270516,21831.0,0.0,0,0
8,TRANSFER,1792068.58,C849849986,255128.0,0.0,C1104197405,47.0,2532702.62,0,0
8,PAYMENT,1933.64,C2140159277,7193.0,5259.36,M166910212,0.0,0.0,0,0
8,PAYMENT,8129.31,C1610369623,10056.0,1926.69,M1344285844,0.0,0.0,0,0
8,PAYMENT,13040.43,C774310632,1926.69,0.0,M822267089,0.0,0.0,0,0
8,PAYMENT,14459.51,C202479188,5073.0,0.0,M1560563662,0.0,0.0,0,0
8,PAYMENT,17425.47,C1264742092,99707.0,82281.53,M1814124341,0.0,0.0,0,0
8,PAYMENT,4320.46,C1820516307,20.0,0.0,M319260594,0.0,0.0,0,0
8,PAYMENT,5183.45,C1271635728,117517.31,112333.86,M766894499,0.0,0.0,0,0
8,PAYMENT,14128.0,C1463017345,112333.86,98205.86,M2015815874,0.0,0.0,0,0
8,PAYMENT,4035.71,C1870846921,105432.0,101396.29,M1840813923,0.0,0.0,0,0
8,CASH_OUT,453256.79,C608080514,101396.29,0.0,C2006081398,1534234.21,4743010.67,0,0
8,PAYMENT,17449.45,C1804672575,2483.68,0.0,M313842711,0.0,0.0,0,0
8,TRANSFER,1361999.8,C1000231597,0.0,0.0,C458582664,8831221.49,1.277681791E7,0,0
8,CASH_IN,188968.01,C1801747934,178540.35,367508.37,C2089779261,208606.29,29515.69,0,0
8,CASH_OUT,64247.59,C149419627,367508.37,303260.78,C1260889084,92687.0,510329.79,0,0
8,CASH_OUT,171618.61,C1007146756,303260.78,131642.17,C2109097173,311554.0,147308.68,0,0
8,CASH_OUT,152466.62,C1975902483,131642.17,0.0,C380928130,1365979.31,1370666.37,0,0
8,CASH_OUT,111578.55,C1023932664,0.0,0.0,C1095666481,126315.46,76375.06,0,0
8,CASH_OUT,486292.65,C182719901,0.0,0.0,C1838584624,7701547.84,1.188977625E7,0,0
8,CASH_OUT,21612.33,C140074034,0.0,0.0,C1722141669,669237.3,1118549.36,0,0
8,CASH_OUT,109949.12,C1380903251,0.0,0.0,C2006081398,1987491.0,4743010.67,0,0
8,CASH_OUT,182625.27,C1342966746,0.0,0.0,C465499079,2178959.51,6457094.34,0,0
8,CASH_OUT,273082.46,C2054075579,0.0,0.0,C1220911229,783773.88,2261741.99,0,0
8,CASH_OUT,87452.55,C940887816,0.0,0.0,C678308721,114755.0,101561.18,0,0
8,CASH_OUT,430153.46,C498445608,0.0,0.0,C8290162,4741329.37,6650282.66,0,0
8,CASH_OUT,83220.25,C769075103,0.0,0.0,C1570076320,148880.86,1352815.49,0,0
8,CASH_OUT,173410.01,C571704818,0.0,0.0,C127252077,187848.8,309837.2,0,0
8,CASH_OUT,8398.09,C1013015095,0.0,0.0,C1526542158,19959.0,0.0,0,0
8,CASH_OUT,61139.35,C202200190,0.0,0.0,C2141994208,392976.57,0.0,0,0
8,CASH_OUT,190183.94,C410153407,0.0,0.0,C1532153384,437644.41,3614408.95,0,0
8,CASH_OUT,48552.05,C653286230,0.0,0.0,C476402209,97322.02,0.0,0,0
8,CASH_OUT,86974.4,C297264485,0.0,0.0,C1962165946,149473.0,490685.21,0,0
8,CASH_OUT,32592.51,C2013265289,0.0,0.0,C554025243,52567.0,273082.76,0,0
8,CASH_OUT,137996.28,C2089518400,0.0,0.0,C1907159141,880685.81,2541785.35,0,0
8,PAYMENT,4304.37,C1485134700,19890.0,15585.63,M1983320532,0.0,0.0,0,0
8,TRANSFER,248768.2,C2125244718,310245.27,61477.06,C748241311,3013106.83,3447714.21,0,0
8,PAYMENT,11200.72,C1588429374,61477.06,50276.34,M738327740,0.0,0.0,0,0
8,PAYMENT,26010.65,C1660350809,50276.34,24265.69,M2030617072,0.0,0.0,0,0
8,PAYMENT,15358.37,C1258684573,24265.69,8907.32,M1757536605,0.0,0.0,0,0
8,PAYMENT,8549.3,C1030273317,8907.32,358.02,M38860857,0.0,0.0,0,0
8,PAYMENT,12262.23,C2041123334,358.02,0.0,M512085863,0.0,0.0,0,0
8,PAYMENT,1294.45,C1717369859,0.0,0.0,M1665683905,0.0,0.0,0,0
8,PAYMENT,33801.73,C1388336780,0.0,0.0,M1645106500,0.0,0.0,0,0
8,PAYMENT,4713.12,C1664287202,0.0,0.0,M1112834588,0.0,0.0,0,0
8,PAYMENT,1552.54,C309381356,0.0,0.0,M46406547,0.0,0.0,0,0
8,PAYMENT,22304.54,C2038642232,0.0,0.0,M522264438,0.0,0.0,0,0
8,PAYMENT,7274.53,C193106902,0.0,0.0,M699926966,0.0,0.0,0,0
8,PAYMENT,5440.74,C1240123471,0.0,0.0,M1588049067,0.0,0.0,0,0
8,PAYMENT,3314.89,C1101303946,0.0,0.0,M683197617,0.0,0.0,0,0
8,PAYMENT,9383.53,C923785561,0.0,0.0,M1424896511,0.0,0.0,0,0
8,PAYMENT,1804.47,C824953640,0.0,0.0,M1599610096,0.0,0.0,0,0
8,PAYMENT,14916.46,C383046483,1484.0,0.0,M856713663,0.0,0.0,0,0
8,PAYMENT,4126.39,C1544394366,0.0,0.0,M1135459987,0.0,0.0,0,0
8,CASH_OUT,136664.14,C1943254014,11629.0,0.0,C1448348248,6746.45,0.0,0,0
8,CASH_OUT,322777.54,C1128165802,74.0,0.0,C909295153,9688497.8,1.094629306E7,0,0
8,TRANSFER,437000.33,C1940959701,0.0,0.0,C93166806,1046727.38,2226811.03,0,0
8,TRANSFER,1749753.55,C1573376022,0.0,0.0,C35126588,8342991.68,1.081319463E7,0,0
8,TRANSFER,364523.22,C862307347,0.0,0.0,C769342184,1.488781851E7,1.668134095E7,0,0
8,TRANSFER,591875.69,C65425652,0.0,0.0,C885951223,2262974.25,7882930.45,0,0
8,TRANSFER,814282.68,C1974368068,0.0,0.0,C515132998,1045638.91,4460317.7,0,0
8,TRANSFER,607177.11,C369778311,0.0,0.0,C265108079,696041.71,4937135.42,0,0
8,TRANSFER,825900.41,C189945097,0.0,0.0,C97730845,1.719832217E7,2.300538541E7,0,0
8,TRANSFER,67499.12,C973264231,0.0,0.0,C1094528209,93823.33,161322.45,0,0
8,TRANSFER,501630.91,C1007714612,0.0,0.0,C667504652,651125.01,2175372.0,0,0
8,TRANSFER,1198858.19,C2016022103,0.0,0.0,C1727565779,1470094.13,7117684.54,0,0
8,PAYMENT,1297.89,C1640621638,22180.0,20882.11,M1305259765,0.0,0.0,0,0
8,CASH_IN,262289.73,C1978503001,286.0,262575.73,C1601702534,0.0,0.0,0,0
8,PAYMENT,16840.26,C1570602757,91912.0,75071.74,M1934117158,0.0,0.0,0,0
8,PAYMENT,21404.52,C1532750524,98904.09,77499.57,M1112879561,0.0,0.0,0,0
8,PAYMENT,1292.94,C1946557393,77499.57,76206.64,M1169587470,0.0,0.0,0,0
8,CASH_OUT,143843.32,C1094480142,20021.0,0.0,C361268035,787.49,285264.22,0,0
8,PAYMENT,3936.37,C713870233,1945.0,0.0,M1854969226,0.0,0.0,0,0
8,TRANSFER,1369024.06,C406375259,63547.0,0.0,C2116873183,10856.0,2234231.7,0,0
8,PAYMENT,23910.49,C984509779,0.0,0.0,M1991420316,0.0,0.0,0,0
8,PAYMENT,7288.11,C476339717,4884.0,0.0,M1113078977,0.0,0.0,0,0
8,PAYMENT,24692.34,C190125356,0.0,0.0,M1749590931,0.0,0.0,0,0
8,PAYMENT,29654.45,C1449286889,20913.23,0.0,M1440734416,0.0,0.0,0,0
8,PAYMENT,23795.06,C1988124466,0.0,0.0,M1534668362,0.0,0.0,0,0
8,CASH_OUT,76214.37,C532198616,54984.0,0.0,C1373172466,1988711.77,4791597.89,0,0
8,CASH_OUT,289738.98,C875221667,13015.0,0.0,C542766981,29100.14,0.0,0,0
8,PAYMENT,8241.49,C1084715739,0.0,0.0,M1379799035,0.0,0.0,0,0
8,CASH_IN,3651.99,C150634256,74201.0,77852.99,C1921483039,49744.0,1303166.51,0,0
8,TRANSFER,1133181.89,C1789332326,8008.0,0.0,C1734719138,0.0,1132227.39,0,0
8,DEBIT,3342.41,C300780867,3009.0,0.0,C179481608,50145.0,85007.07,0,0
8,CASH_OUT,95441.79,C864946514,5042.0,0.0,C2006081398,2097440.12,4743010.67,0,0
8,PAYMENT,13880.89,C1750590156,10875.0,0.0,M981018779,0.0,0.0,0,0
8,PAYMENT,896.82,C1191390466,10764.0,9867.18,M67401769,0.0,0.0,0,0
8,TRANSFER,53148.33,C1402121191,130448.0,77299.67,C919978702,0.0,53148.33,0,0
8,PAYMENT,10730.27,C551316734,77299.67,66569.4,M2129215194,0.0,0.0,0,0
8,PAYMENT,493.6,C1502331934,11461.0,10967.4,M528515419,0.0,0.0,0,0
8,CASH_OUT,349597.25,C1559799241,20364.0,0.0,C748014372,2527415.38,5263349.98,0,0
8,PAYMENT,5207.57,C1808813922,8166.0,2958.43,M1828506930,0.0,0.0,0,0
8,CASH_OUT,52226.16,C2003637167,3191.0,0.0,C68113386,34623.13,1.209910835E7,0,0
8,CASH_OUT,220199.86,C1856120422,9844.0,0.0,C1781090157,18932.0,2403703.4,0,0
8,TRANSFER,813167.94,C123789199,60070.0,0.0,C2025644484,0.0,1364270.97,0,0
8,TRANSFER,1316691.02,C226432780,0.0,0.0,C1899073220,6044989.14,7366811.1,0,0
8,CASH_IN,54228.31,C311467367,4339.0,58567.31,C154319946,11058.04,0.0,0,0
8,PAYMENT,3870.34,C1836976197,7652.0,3781.66,M1826827970,0.0,0.0,0,0
8,CASH_OUT,546306.33,C424772389,38585.0,0.0,C749672494,11248.0,1714037.69,0,0
8,PAYMENT,5879.23,C255610573,0.0,0.0,M303907663,0.0,0.0,0,0
8,PAYMENT,19853.99,C1736309488,0.0,0.0,M1914705297,0.0,0.0,0,0
8,PAYMENT,12330.85,C520582974,0.0,0.0,M1735936170,0.0,0.0,0,0
8,PAYMENT,12263.94,C1868207311,0.0,0.0,M497326120,0.0,0.0,0,0
8,PAYMENT,16897.27,C960410149,0.0,0.0,M480673968,0.0,0.0,0,0
8,PAYMENT,5626.02,C660706055,0.0,0.0,M515713563,0.0,0.0,0,0
8,PAYMENT,522.22,C1381895283,0.0,0.0,M2060825992,0.0,0.0,0,0
8,PAYMENT,5015.38,C1359476862,0.0,0.0,M647888311,0.0,0.0,0,0
8,PAYMENT,3132.89,C75645059,0.0,0.0,M1403837550,0.0,0.0,0,0
8,PAYMENT,32958.81,C1032194669,0.0,0.0,M1958688815,0.0,0.0,0,0
8,PAYMENT,464.83,C1655695459,0.0,0.0,M1465194484,0.0,0.0,0,0
8,PAYMENT,11371.72,C1519233553,0.0,0.0,M1467916079,0.0,0.0,0,0
8,PAYMENT,4323.0,C1242536275,0.0,0.0,M890948945,0.0,0.0,0,0
8,PAYMENT,14571.06,C49292481,0.0,0.0,M559174743,0.0,0.0,0,0
8,PAYMENT,4392.66,C396854319,0.0,0.0,M1957995471,0.0,0.0,0,0
8,PAYMENT,12180.08,C2002864052,0.0,0.0,M1955873763,0.0,0.0,0,0
8,PAYMENT,4708.45,C1605969826,0.0,0.0,M239230273,0.0,0.0,0,0
8,PAYMENT,3356.88,C1944315866,0.0,0.0,M624830750,0.0,0.0,0,0
8,PAYMENT,4953.53,C858557996,0.0,0.0,M798520669,0.0,0.0,0,0
8,PAYMENT,6377.89,C1135188547,0.0,0.0,M394997233,0.0,0.0,0,0
8,PAYMENT,4781.73,C1082232002,0.0,0.0,M744438546,0.0,0.0,0,0
8,PAYMENT,3741.81,C598460248,0.0,0.0,M1837208185,0.0,0.0,0,0
8,CASH_OUT,234790.48,C564847767,2333.0,0.0,C1146577120,6487.0,211979.93,0,0
8,TRANSFER,427704.52,C1962466331,11312.0,0.0,C1345969688,49349.0,6503.73,0,0
8,PAYMENT,5813.36,C160711899,9573.0,3759.64,M1759976906,0.0,0.0,0,0
8,CASH_OUT,69448.93,C513790493,865.0,0.0,C1100871710,30027.0,204101.65,0,0
8,PAYMENT,25373.94,C741723601,19941.0,0.0,M128775696,0.0,0.0,0,0
8,CASH_OUT,305551.61,C1467327074,29051.0,0.0,C191614132,9701.14,2122191.07,0,0
8,PAYMENT,10349.18,C932879787,0.0,0.0,M902010316,0.0,0.0,0,0
8,PAYMENT,5268.1,C1430251794,0.0,0.0,M799225701,0.0,0.0,0,0
8,PAYMENT,14760.15,C1287098623,55498.0,40737.85,M1702039888,0.0,0.0,0,0
8,CASH_IN,292958.03,C1336808341,184122.0,477080.03,C1336996537,444596.14,0.0,0,0
8,PAYMENT,10149.74,C2030046490,40550.0,30400.26,M155212461,0.0,0.0,0,0
8,PAYMENT,12500.12,C1950626628,10399.0,0.0,M1271506146,0.0,0.0,0,0
8,PAYMENT,13955.05,C853022812,740693.0,726737.95,M960936344,0.0,0.0,0,0
8,PAYMENT,5463.25,C1817015271,116786.46,111323.21,M1789211704,0.0,0.0,0,0
8,PAYMENT,10809.01,C407751624,111323.21,100514.2,M348863264,0.0,0.0,0,0
8,PAYMENT,20486.9,C329162773,200755.0,180268.1,M1348027050,0.0,0.0,0,0
8,CASH_IN,58656.72,C641519842,902359.0,961015.72,C1672788422,0.0,114194.51,0,0
8,CASH_OUT,234151.9,C1801715006,251.0,0.0,C1186256103,110703.0,4999613.43,0,0
8,TRANSFER,266086.17,C228288079,304381.0,38294.83,C47249488,380.0,0.0,0,0
8,PAYMENT,10450.65,C390936900,11034.0,583.35,M1463177359,0.0,0.0,0,0
8,PAYMENT,6698.24,C600366426,50621.0,43922.76,M1974955634,0.0,0.0,0,0
8,PAYMENT,5390.73,C198110873,996.0,0.0,M1855550791,0.0,0.0,0,0
8,PAYMENT,11813.5,C199116739,1752.0,0.0,M1163160628,0.0,0.0,0,0
8,PAYMENT,7809.72,C965928993,404931.0,397121.28,M478445849,0.0,0.0,0,0
8,PAYMENT,8900.94,C1696410901,51698.0,42797.06,M55494734,0.0,0.0,0,0
8,CASH_IN,435329.58,C766766054,29960.0,465289.58,C1796647535,30564.0,0.0,0,0
8,CASH_IN,211730.73,C361184000,1044982.42,1256713.15,C2146399713,101875.0,0.0,0,0
8,PAYMENT,10895.67,C436128032,1256713.15,1245817.49,M1812430569,0.0,0.0,0,0
8,PAYMENT,11671.33,C1591301204,709.0,0.0,M1923754932,0.0,0.0,0,0
8,PAYMENT,9126.32,C502418184,21250.0,12123.68,M1255509609,0.0,0.0,0,0
8,PAYMENT,11652.05,C1589254291,12527.0,874.95,M2112782203,0.0,0.0,0,0
8,TRANSFER,60686.34,C1925960133,33116.0,0.0,C1909597726,684874.5,494709.81,0,0
8,PAYMENT,28804.09,C336310067,0.0,0.0,M444285857,0.0,0.0,0,0
8,PAYMENT,4638.87,C341893682,0.0,0.0,M948522114,0.0,0.0,0,0
8,PAYMENT,38530.36,C1899105943,0.0,0.0,M823410011,0.0,0.0,0,0
8,PAYMENT,47922.82,C586557497,0.0,0.0,M1349098937,0.0,0.0,0,0
8,PAYMENT,40013.23,C827221909,0.0,0.0,M564165122,0.0,0.0,0,0
8,PAYMENT,4565.77,C847522287,0.0,0.0,M773647955,0.0,0.0,0,0
8,PAYMENT,10348.23,C1814841034,0.0,0.0,M1316897063,0.0,0.0,0,0
8,PAYMENT,35698.18,C1562821206,0.0,0.0,M335663575,0.0,0.0,0,0
8,PAYMENT,14006.0,C446029707,0.0,0.0,M652132999,0.0,0.0,0,0
8,PAYMENT,7570.51,C1300336760,0.0,0.0,M1460957046,0.0,0.0,0,0
8,PAYMENT,496.28,C1665768344,0.0,0.0,M869513100,0.0,0.0,0,0
8,PAYMENT,12558.55,C1913713630,0.0,0.0,M101403957,0.0,0.0,0,0
8,PAYMENT,1648.94,C691110711,0.0,0.0,M124792394,0.0,0.0,0,0
8,PAYMENT,2368.28,C1913369465,0.0,0.0,M775240424,0.0,0.0,0,0
8,PAYMENT,23672.3,C188230690,0.0,0.0,M222056817,0.0,0.0,0,0
8,PAYMENT,3145.31,C579058644,0.0,0.0,M635840278,0.0,0.0,0,0
8,PAYMENT,7083.57,C1869960884,0.0,0.0,M2962930,0.0,0.0,0,0
8,PAYMENT,3580.32,C1062167352,0.0,0.0,M721763664,0.0,0.0,0,0
8,PAYMENT,5856.92,C1845497458,0.0,0.0,M124466405,0.0,0.0,0,0
8,PAYMENT,4452.26,C1140441491,0.0,0.0,M1091865345,0.0,0.0,0,0
8,PAYMENT,10.84,C797540047,0.0,0.0,M1897638855,0.0,0.0,0,0
8,TRANSFER,802372.58,C2095253806,1209.0,0.0,C1750956965,6957.98,2884719.28,0,0
8,CASH_IN,15255.62,C432720176,82489.0,97744.62,C549269634,85889.0,0.0,0,0
8,CASH_OUT,89936.51,C2110895040,24196.0,0.0,C549277650,12843.0,451133.63,0,0
8,CASH_IN,197881.95,C1362651694,32541.0,230422.95,C545824,226.0,0.0,0,0
8,PAYMENT,4437.24,C905356126,54209.71,49772.47,M2050654105,0.0,0.0,0,0
8,PAYMENT,18910.36,C176528557,49772.47,30862.11,M419360457,0.0,0.0,0,0
8,CASH_IN,153303.96,C403854043,339694.0,492997.96,C931548023,0.0,0.0,0,0
8,CASH_OUT,5317.83,C838672631,11431.0,6113.17,C1039162432,10951.0,5478833.48,0,0
8,PAYMENT,700.92,C398176913,18901.0,18200.08,M2027724297,0.0,0.0,0,0
8,CASH_OUT,192285.62,C1926401859,50082.0,0.0,C18928637,80339.82,31266.23,0,0
8,PAYMENT,803.93,C720429942,31104.0,30300.07,M1612047235,0.0,0.0,0,0
8,CASH_OUT,384586.02,C2082805086,703.0,0.0,C1482944403,11540.0,3927.18,0,0
8,PAYMENT,369.49,C443229454,49647.0,49277.51,M934121062,0.0,0.0,0,0
8,PAYMENT,4482.47,C2020305643,31074.0,26591.53,M749735773,0.0,0.0,0,0
8,PAYMENT,28015.62,C1865424016,26591.53,0.0,M875913646,0.0,0.0,0,0
8,PAYMENT,6959.71,C388655601,10066.0,3106.29,M994854574,0.0,0.0,0,0
8,PAYMENT,4114.24,C1425480139,9020.0,4905.76,M1263545066,0.0,0.0,0,0
8,PAYMENT,16598.19,C259106704,4905.76,0.0,M1456597478,0.0,0.0,0,0
8,PAYMENT,5752.16,C981765046,50541.0,44788.84,M1883890038,0.0,0.0,0,0
8,CASH_OUT,108816.03,C1921418696,23039.0,0.0,C33574809,0.0,153166.15,0,0
8,TRANSFER,668736.87,C725736615,20318.0,0.0,C1247051677,83291.0,1681737.84,0,0
8,TRANSFER,641867.04,C889596738,11539.0,0.0,C627675433,65591.04,5189726.17,0,0
8,CASH_OUT,127911.14,C175849157,75411.54,0.0,C1234363215,37921.0,353601.18,0,0
8,PAYMENT,17840.79,C1276465799,0.0,0.0,M1762921286,0.0,0.0,0,0
8,PAYMENT,5140.24,C1833722141,6501.0,1360.76,M1041430375,0.0,0.0,0,0
8,CASH_OUT,96884.65,C1492454216,51695.0,0.0,C1917485266,34228.35,131113.01,0,0
8,CASH_OUT,52423.59,C292709675,1902.0,0.0,C1552431935,12682.05,33766.53,0,0
8,PAYMENT,12650.0,C523807377,41300.0,28650.0,M918081502,0.0,0.0,0,0
8,PAYMENT,2782.31,C1181166858,28650.0,25867.69,M1153319888,0.0,0.0,0,0
8,CASH_OUT,156578.79,C503846388,43233.0,0.0,C2067466390,66569.4,1178249.03,0,0
8,CASH_OUT,24978.56,C1849618388,20431.0,0.0,C1379289710,265024.16,1820155.85,0,0
8,PAYMENT,2838.01,C290357348,3417.0,578.99,M668528990,0.0,0.0,0,0
8,CASH_IN,188992.44,C2032269284,9026.0,198018.44,C1861188339,20760.0,828760.2,0,0
8,CASH_IN,129321.78,C1618536283,91851.0,221172.78,C2058204648,725.0,0.0,0,0
8,CASH_IN,18137.54,C97523344,138361.0,156498.54,C1697258007,0.0,2889500.57,0,0
8,PAYMENT,2690.57,C1709327733,1142.0,0.0,M327811322,0.0,0.0,0,0
8,PAYMENT,8163.55,C888106991,21586.0,13422.45,M823036788,0.0,0.0,0,0
8,PAYMENT,2887.07,C1185982925,105656.0,102768.93,M100596785,0.0,0.0,0,0
8,TRANSFER,18052.11,C1252092790,55106.06,37053.94,C998351292,0.0,25755.93,0,0
8,PAYMENT,14466.29,C263265405,37053.94,22587.65,M1284252295,0.0,0.0,0,0
8,PAYMENT,1116.17,C1054953555,22587.65,21471.48,M2136630818,0.0,0.0,0,0
8,PAYMENT,2143.08,C2022694720,20056.0,17912.92,M1438274252,0.0,0.0,0,0
8,CASH_OUT,315548.72,C1634591712,20619.0,0.0,C1474346966,15706.0,323398.34,0,0
8,PAYMENT,2064.52,C1294660249,104732.0,102667.48,M1264144803,0.0,0.0,0,0
8,CASH_OUT,368248.47,C1282557494,102667.48,0.0,C1174600239,980659.1,729214.48,0,0
8,PAYMENT,4767.78,C1108270779,6428.0,1660.22,M1487557209,0.0,0.0,0,0
8,CASH_OUT,36684.75,C1509934246,101204.0,64519.25,C450960851,265053.4,121150.57,0,0
8,TRANSFER,967498.54,C123890265,213890.0,0.0,C1096283470,7828.57,159625.32,0,0
8,PAYMENT,862.49,C867014408,18240.0,17377.51,M966734782,0.0,0.0,0,0
8,CASH_OUT,280277.63,C509745887,601406.0,321128.37,C1347342392,10332.0,111366.93,0,0
8,PAYMENT,12467.56,C172395496,40268.0,27800.44,M1426868351,0.0,0.0,0,0
8,PAYMENT,7787.63,C365855651,47.0,0.0,M460637991,0.0,0.0,0,0
8,TRANSFER,1355826.44,C626198122,102193.0,0.0,C1760872167,124547.56,2114173.93,0,0
